_id,ltable_id,rtable_id,ltable_title,ltable_release_year,rtable_title,rtable_release_year
172495,3153,1849,Evil Dead: Hail to the King,2001,Evil Islands: Curse of the Lost Soul,2001
172503,3153,2269,Evil Dead: Hail to the King,2001,Resident Evil 3: Nemesis,2001
172602,3155,211,Dragon Riders -- Chronicles of Pern,2001,Dark Age of Camelot,2001
172603,3155,212,Dragon Riders -- Chronicles of Pern,2001,Baldur's Gate II: Throne of Bhaal,2001
172605,3155,234,Dragon Riders -- Chronicles of Pern,2001,Diablo II: Lord of Destruction,2001
172610,3155,273,Dragon Riders -- Chronicles of Pern,2001,Commandos 2: Men of Courage,2001
172624,3155,552,Dragon Riders -- Chronicles of Pern,2001,EverQuest: The Shadows of Luclin,2001
172626,3155,630,Dragon Riders -- Chronicles of Pern,2001,Independence War 2: Edge of Chaos,2001
172630,3155,703,Dragon Riders -- Chronicles of Pern,2001,Fallout Tactics: Brotherhood of Steel,2001
172633,3155,824,Dragon Riders -- Chronicles of Pern,2001,Arcanum: Of Steamworks and Magick Obscura,2001
172645,3155,1086,Dragon Riders -- Chronicles of Pern,2001,Rowan's Battle of Britain,2001
172660,3155,1487,Dragon Riders -- Chronicles of Pern,2001,Legacy of Kain: Soul Reaver 2,2001
172669,3155,1727,Dragon Riders -- Chronicles of Pern,2001,The Typing of the Dead,2001
172672,3155,1775,Dragon Riders -- Chronicles of Pern,2001,Blade of Darkness,2001
172675,3155,1833,Dragon Riders -- Chronicles of Pern,2001,Icewind Dale: Heart of Winter,2001
172679,3155,1849,Dragon Riders -- Chronicles of Pern,2001,Evil Islands: Curse of the Lost Soul,2001
172690,3155,2283,Dragon Riders -- Chronicles of Pern,2001,Magic & Mayhem: The Art of Magic,2001
172696,3155,2370,Dragon Riders -- Chronicles of Pern,2001,Fate of the Dragon,2001
172714,3155,2753,Dragon Riders -- Chronicles of Pern,2001,Throne of Darkness,2001
172737,3155,3398,Dragon Riders -- Chronicles of Pern,2001,Age of Sail II,2001
172740,3155,3454,Dragon Riders -- Chronicles of Pern,2001,Rune: Halls of Valhalla,2001
172748,3155,3583,Dragon Riders -- Chronicles of Pern,2001,Empire of the Ants,2001
172753,3155,3635,Dragon Riders -- Chronicles of Pern,2001,Kingdom Under Fire: A War of Heroes,2001
172762,3155,3763,Dragon Riders -- Chronicles of Pern,2001,Pool of Radiance: Ruins of Myth Drannor,2001
172774,3155,3972,Dragon Riders -- Chronicles of Pern,2001,Rules of the Game,2001
172776,3155,3974,Dragon Riders -- Chronicles of Pern,2001,Legends of Might and Magic,2001
172777,3155,3987,Dragon Riders -- Chronicles of Pern,2001,Gorasul: Legacy of the Dragon,2001
173126,3200,3737,Industry Giant,2001,Traffic Giant,2001
173214,3207,1505,Ms. Pac-Man: Quest for the Golden Maze,2001,Patrician II: Quest for Power,2001
173564,3240,1072,Jekyll & Hyde [2001],2001,F1 2001,2001
173573,3240,1290,Jekyll & Hyde [2001],2001,NBA Live 2001,2001
173636,3240,2782,Jekyll & Hyde [2001],2001,Zoo Tycoon (2001),2001
173878,3252,3972,Survivor: The Interactive Game,2001,Rules of the Game,2001
174068,9,38,Tom Clancy's Splinter Cell Chaos Theory,2005,Tom Clancy's Splinter Cell: Chaos Theory,2005
174183,9,2603,Tom Clancy's Splinter Cell Chaos Theory,2005,Chaos League: Sudden Death,2005
174245,63,19,Sid Meier's Civilization IV,2005,Sid Meier's Civilization IV,2005
174425,92,29,Grand Theft Auto: San Andreas,2005,Grand Theft Auto: San Andreas,2005
174618,135,388,NASCAR SimRacing,2005,NASCAR SimRacing,2005
174789,136,178,F.E.A.R.,2005,F.E.A.R.,2005
174918,136,2953,F.E.A.R.,2005,Cold Fear,2005
174971,163,250,Brothers in Arms: Road to Hill 30,2005,Brothers in Arms: Road to Hill 30,2005
174984,163,513,Brothers in Arms: Road to Hill 30,2005,Brothers in Arms: Earned in Blood,2005
175121,163,3479,Brothers in Arms: Road to Hill 30,2005,Boiling Point: Road to Hell,2005
175146,188,141,Guild Wars,2005,Guild Wars,2005
175159,188,426,Guild Wars,2005,Star Wars: Knights of the Old Republic II - The Sith Lords,2005
175189,188,1210,Guild Wars,2005,Star Wars: Battlefront II,2005
175194,188,1278,Guild Wars,2005,Star Wars: Republic Commando,2005
175203,188,1480,Guild Wars,2005,LEGO Star Wars,2005
175227,188,1971,Guild Wars,2005,Cossacks II: Napoleonic Wars,2005
175249,188,2477,Guild Wars,2005,Star Wars Galaxies: Episode III Rage of the Wookiees,2005
175255,188,2570,Guild Wars,2005,Star Wars Galaxies: Trials of Obi-Wan,2005
175324,197,109,Freedom Force vs. the 3rd Reich,2005,Falcon 4.0: Allied Force,2005
175332,197,305,Freedom Force vs. the 3rd Reich,2005,Freedom Force vs The 3rd Reich,2005
175461,197,3111,Freedom Force vs. the 3rd Reich,2005,Delta Force: Xtreme,2005
175496,197,3892,Freedom Force vs. the 3rd Reich,2005,Judge Dredd: Dredd VS Death,2005
175533,204,846,NBA Live 06,2005,Tiger Woods PGA Tour 06,2005
175549,204,1226,NBA Live 06,2005,FIFA Soccer 06,2005
175551,204,1271,NBA Live 06,2005,Madden NFL 06,2005
175558,204,1437,NBA Live 06,2005,NHL 06,2005
175598,204,2277,NBA Live 06,2005,NBA Live 06,2005
175691,314,374,SWAT 4,2005,SWAT 4,2005
175710,314,773,SWAT 4,2005,Quake 4,2005
175780,314,2310,SWAT 4,2005,Worms 4: Mayhem,2005
175821,314,3135,SWAT 4,2005,Dynasty Warriors 4 Hyper,2005
175831,314,3296,SWAT 4,2005,Fantastic 4,2005
175859,357,73,Battlefield 2,2005,Battlefield 2,2005
175868,357,289,Battlefield 2,2005,Call of Duty 2,2005
175892,357,851,Battlefield 2,2005,The Sims 2 University,2005
175921,357,1490,Battlefield 2,2005,Battlefield 2: Special Forces,2005
175928,357,1620,Battlefield 2,2005,The Sims 2 Nightlife,2005
175931,357,1664,Battlefield 2,2005,Blitzkrieg 2,2005
175933,357,1704,Battlefield 2,2005,Black & White 2,2005
175936,357,1757,Battlefield 2,2005,Rhem 2,2005
175984,357,2814,Battlefield 2,2005,Asheron's Call 2: Legions,2005
175989,357,2850,Battlefield 2,2005,World Championship Poker 2: Featuring Howard Lederer,2005
175990,357,2877,Battlefield 2,2005,BloodRayne 2,2005
176002,357,3216,Battlefield 2,2005,Zoo Tycoon 2: Endangered Species,2005
176008,357,3290,Battlefield 2,2005,Stronghold 2,2005
176015,357,3468,Battlefield 2,2005,Vietcong 2,2005
176030,357,3789,Battlefield 2,2005,Mortyr 2,2005
176054,370,426,Empire Earth II,2005,Star Wars: Knights of the Old Republic II - The Sith Lords,2005
176060,370,571,Empire Earth II,2005,Hearts of Iron II,2005
176073,370,933,Empire Earth II,2005,Dungeon Siege II,2005
176075,370,969,Empire Earth II,2005,X-Men Legends II: Rise of Apocalypse,2005
176079,370,1066,Empire Earth II,2005,Empire Earth II,2005
176083,370,1202,Empire Earth II,2005,EverQuest II: Desert of Flames,2005
176084,370,1210,Empire Earth II,2005,Star Wars: Battlefront II,2005
176109,370,1662,Empire Earth II,2005,Battle of Britain II: Wings of Victory,2005
176117,370,1786,Empire Earth II,2005,Serious Sam II,2005
176122,370,1971,Empire Earth II,2005,Cossacks II: Napoleonic Wars,2005
176128,370,2075,Empire Earth II,2005,Earth 2160,2005
176202,370,3676,Empire Earth II,2005,Marine Park Empire,2005
176226,430,289,Myst V: End of Ages,2005,Call of Duty 2,2005
176232,430,410,Myst V: End of Ages,2005,Prince of Persia: The Two Thrones,2005
176233,430,426,Myst V: End of Ages,2005,Star Wars: Knights of the Old Republic II - The Sith Lords,2005
176235,430,444,Myst V: End of Ages,2005,Warhammer 40000: Dawn of War - Winter Assault,2005
176239,430,571,Myst V: End of Ages,2005,Hearts of Iron II,2005
176240,430,655,Myst V: End of Ages,2005,City of Villains,2005
176241,430,660,Myst V: End of Ages,2005,Act of War: Direct Action,2005
176248,430,809,Myst V: End of Ages,2005,Age of Empires III,2005
176254,430,969,Myst V: End of Ages,2005,X-Men Legends II: Rise of Apocalypse,2005
176256,430,1053,Myst V: End of Ages,2005,Nancy Drew: Secret of the Old Clock,2005
176257,430,1058,Myst V: End of Ages,2005,Myst V: End of Ages,2005
176260,430,1115,Myst V: End of Ages,2005,EverQuest: Dragons of Norrath,2005
176262,430,1202,Myst V: End of Ages,2005,EverQuest II: Desert of Flames,2005
176264,430,1218,Myst V: End of Ages,2005,Doom 3: Resurrection of Evil,2005
176275,430,1438,Myst V: End of Ages,2005,Knights of Honor,2005
176278,430,1489,Myst V: End of Ages,2005,Peter Jackson's King Kong: The Official Game of the Movie,2005
176280,430,1508,Myst V: End of Ages,2005,Dark Age of Camelot: Darkness Rising,2005
176281,430,1541,Myst V: End of Ages,2005,Heroes of the Pacific,2005
176288,430,1662,Myst V: End of Ages,2005,Battle of Britain II: Wings of Victory,2005
176313,430,2274,Myst V: End of Ages,2005,Echo: Secrets of the Lost Cavern,2005
176315,430,2298,Myst V: End of Ages,2005,The Chronicles of Narnia: The Lion The Witch and The Wardrobe,2005
176322,430,2404,Myst V: End of Ages,2005,Land of Legends,2005
176323,430,2477,Myst V: End of Ages,2005,Star Wars Galaxies: Episode III Rage of the Wookiees,2005
176324,430,2504,Myst V: End of Ages,2005,The Moment of Silence,2005
176329,430,2570,Myst V: End of Ages,2005,Star Wars Galaxies: Trials of Obi-Wan,2005
176337,430,2682,Myst V: End of Ages,2005,Crown of Glory: Europe in the Age of Napoleon,2005
176349,430,2928,Myst V: End of Ages,2005,Nibiru: Age of Secrets,2005
176353,430,3018,Myst V: End of Ages,2005,Harry Potter and the Goblet of Fire,2005
176357,430,3130,Myst V: End of Ages,2005,The Incredibles: Rise of the Underminer,2005
176359,430,3177,Myst V: End of Ages,2005,The Matrix: Path of Neo,2005
176379,430,3642,Myst V: End of Ages,2005,Asheron's Call: Throne of Destiny,2005
176382,430,3694,Myst V: End of Ages,2005,Heritage of Kings: The Settlers,2005
176428,431,846,Madden NFL 06,2005,Tiger Woods PGA Tour 06,2005
176444,431,1226,Madden NFL 06,2005,FIFA Soccer 06,2005
176446,431,1271,Madden NFL 06,2005,Madden NFL 06,2005
176453,431,1437,Madden NFL 06,2005,NHL 06,2005
176493,431,2277,Madden NFL 06,2005,NBA Live 06,2005
176593,432,444,Rome: Total War -- Barbarian Invasion,2005,Warhammer 40000: Dawn of War - Winter Assault,2005
176599,432,660,Rome: Total War -- Barbarian Invasion,2005,Act of War: Direct Action,2005
176601,432,671,Rome: Total War -- Barbarian Invasion,2005,Rome: Total War Barbarian Invasion,2005
176629,432,1367,Rome: Total War -- Barbarian Invasion,2005,Gary Grigsby's World at War,2005
176655,432,1791,Rome: Total War -- Barbarian Invasion,2005,War World: Tactical Combat,2005
176669,432,2165,Rome: Total War -- Barbarian Invasion,2005,Total Overdose: A Gunslinger's Tale in Mexico,2005
176694,432,2668,Rome: Total War -- Barbarian Invasion,2005,The Falklands War: 1982,2005
176719,432,3228,Rome: Total War -- Barbarian Invasion,2005,Cold War,2005
176750,432,3902,Rome: Total War -- Barbarian Invasion,2005,Cold War Conflicts,2005
176761,458,250,Brothers in Arms: Earned in Blood,2005,Brothers in Arms: Road to Hill 30,2005
176774,458,513,Brothers in Arms: Earned in Blood,2005,Brothers in Arms: Earned in Blood,2005
176927,458,3821,Brothers in Arms: Earned in Blood,2005,Bet on Soldier: Blood Sport,2005
176950,459,427,MVP Baseball 2005,2005,MVP Baseball 2005,2005
176961,459,706,MVP Baseball 2005,2005,NHL Eastside Hockey Manager 2005,2005
176992,459,1454,MVP Baseball 2005,2005,Cross Racing Championship 2005,2005
177016,459,1934,MVP Baseball 2005,2005,Baseball Mogul 2006,2005
177091,459,3511,MVP Baseball 2005,2005,ER (2005),2005
177096,459,3647,MVP Baseball 2005,2005,80 Days (2005),2005
177113,462,107,Silent Hunter III,2005,Silent Hunter III,2005
177143,462,809,Silent Hunter III,2005,Age of Empires III,2005
177218,462,2477,Silent Hunter III,2005,Star Wars Galaxies: Episode III Rage of the Wookiees,2005
177291,478,73,Black & White 2,2005,Battlefield 2,2005
177300,478,289,Black & White 2,2005,Call of Duty 2,2005
177324,478,851,Black & White 2,2005,The Sims 2 University,2005
177353,478,1490,Black & White 2,2005,Battlefield 2: Special Forces,2005
177360,478,1620,Black & White 2,2005,The Sims 2 Nightlife,2005
177363,478,1664,Black & White 2,2005,Blitzkrieg 2,2005
177365,478,1704,Black & White 2,2005,Black & White 2,2005
177368,478,1757,Black & White 2,2005,Rhem 2,2005
177416,478,2814,Black & White 2,2005,Asheron's Call 2: Legions,2005
177421,478,2850,Black & White 2,2005,World Championship Poker 2: Featuring Howard Lederer,2005
177422,478,2877,Black & White 2,2005,BloodRayne 2,2005
177434,478,3216,Black & White 2,2005,Zoo Tycoon 2: Endangered Species,2005
177440,478,3290,Black & White 2,2005,Stronghold 2,2005
177447,478,3468,Black & White 2,2005,Vietcong 2,2005
177462,478,3789,Black & White 2,2005,Mortyr 2,2005
177471,486,107,Age of Empires III,2005,Silent Hunter III,2005
177479,486,289,Age of Empires III,2005,Call of Duty 2,2005
177485,486,410,Age of Empires III,2005,Prince of Persia: The Two Thrones,2005
177486,486,426,Age of Empires III,2005,Star Wars: Knights of the Old Republic II - The Sith Lords,2005
177488,486,444,Age of Empires III,2005,Warhammer 40000: Dawn of War - Winter Assault,2005
177492,486,571,Age of Empires III,2005,Hearts of Iron II,2005
177493,486,655,Age of Empires III,2005,City of Villains,2005
177494,486,660,Age of Empires III,2005,Act of War: Direct Action,2005
177501,486,809,Age of Empires III,2005,Age of Empires III,2005
177507,486,969,Age of Empires III,2005,X-Men Legends II: Rise of Apocalypse,2005
177509,486,1053,Age of Empires III,2005,Nancy Drew: Secret of the Old Clock,2005
177510,486,1058,Age of Empires III,2005,Myst V: End of Ages,2005
177513,486,1115,Age of Empires III,2005,EverQuest: Dragons of Norrath,2005
177515,486,1202,Age of Empires III,2005,EverQuest II: Desert of Flames,2005
177517,486,1218,Age of Empires III,2005,Doom 3: Resurrection of Evil,2005
177528,486,1438,Age of Empires III,2005,Knights of Honor,2005
177531,486,1489,Age of Empires III,2005,Peter Jackson's King Kong: The Official Game of the Movie,2005
177533,486,1508,Age of Empires III,2005,Dark Age of Camelot: Darkness Rising,2005
177534,486,1541,Age of Empires III,2005,Heroes of the Pacific,2005
177541,486,1662,Age of Empires III,2005,Battle of Britain II: Wings of Victory,2005
177566,486,2274,Age of Empires III,2005,Echo: Secrets of the Lost Cavern,2005
177568,486,2298,Age of Empires III,2005,The Chronicles of Narnia: The Lion The Witch and The Wardrobe,2005
177575,486,2404,Age of Empires III,2005,Land of Legends,2005
177576,486,2477,Age of Empires III,2005,Star Wars Galaxies: Episode III Rage of the Wookiees,2005
177577,486,2504,Age of Empires III,2005,The Moment of Silence,2005
177582,486,2570,Age of Empires III,2005,Star Wars Galaxies: Trials of Obi-Wan,2005
177590,486,2682,Age of Empires III,2005,Crown of Glory: Europe in the Age of Napoleon,2005
177602,486,2928,Age of Empires III,2005,Nibiru: Age of Secrets,2005
177606,486,3018,Age of Empires III,2005,Harry Potter and the Goblet of Fire,2005
177610,486,3130,Age of Empires III,2005,The Incredibles: Rise of the Underminer,2005
177612,486,3177,Age of Empires III,2005,The Matrix: Path of Neo,2005
177632,486,3642,Age of Empires III,2005,Asheron's Call: Throne of Destiny,2005
177635,486,3694,Age of Empires III,2005,Heritage of Kings: The Settlers,2005
177652,495,141,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Guild Wars,2005
177658,495,289,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Call of Duty 2,2005
177664,495,410,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Prince of Persia: The Two Thrones,2005
177665,495,426,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Star Wars: Knights of the Old Republic II - The Sith Lords,2005
177667,495,444,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Warhammer 40000: Dawn of War - Winter Assault,2005
177671,495,571,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Hearts of Iron II,2005
177672,495,655,Star Wars Knights of the Old Republic II: The Sith Lords,2005,City of Villains,2005
177673,495,660,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Act of War: Direct Action,2005
177680,495,809,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Age of Empires III,2005
177684,495,933,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Dungeon Siege II,2005
177686,495,969,Star Wars Knights of the Old Republic II: The Sith Lords,2005,X-Men Legends II: Rise of Apocalypse,2005
177688,495,1053,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Nancy Drew: Secret of the Old Clock,2005
177689,495,1058,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Myst V: End of Ages,2005
177690,495,1066,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Empire Earth II,2005
177692,495,1115,Star Wars Knights of the Old Republic II: The Sith Lords,2005,EverQuest: Dragons of Norrath,2005
177694,495,1202,Star Wars Knights of the Old Republic II: The Sith Lords,2005,EverQuest II: Desert of Flames,2005
177695,495,1210,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Star Wars: Battlefront II,2005
177696,495,1218,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Doom 3: Resurrection of Evil,2005
177700,495,1278,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Star Wars: Republic Commando,2005
177707,495,1438,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Knights of Honor,2005
177709,495,1480,Star Wars Knights of the Old Republic II: The Sith Lords,2005,LEGO Star Wars,2005
177710,495,1489,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Peter Jackson's King Kong: The Official Game of the Movie,2005
177712,495,1508,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Dark Age of Camelot: Darkness Rising,2005
177713,495,1541,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Heroes of the Pacific,2005
177720,495,1662,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Battle of Britain II: Wings of Victory,2005
177728,495,1786,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Serious Sam II,2005
177733,495,1971,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Cossacks II: Napoleonic Wars,2005
177745,495,2274,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Echo: Secrets of the Lost Cavern,2005
177747,495,2298,Star Wars Knights of the Old Republic II: The Sith Lords,2005,The Chronicles of Narnia: The Lion The Witch and The Wardrobe,2005
177754,495,2404,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Land of Legends,2005
177755,495,2477,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Star Wars Galaxies: Episode III Rage of the Wookiees,2005
177756,495,2504,Star Wars Knights of the Old Republic II: The Sith Lords,2005,The Moment of Silence,2005
177761,495,2570,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Star Wars Galaxies: Trials of Obi-Wan,2005
177769,495,2682,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Crown of Glory: Europe in the Age of Napoleon,2005
177781,495,2928,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Nibiru: Age of Secrets,2005
177784,495,2963,Star Wars Knights of the Old Republic II: The Sith Lords,2005,The Star and the Crescent,2005
177785,495,3018,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Harry Potter and the Goblet of Fire,2005
177789,495,3130,Star Wars Knights of the Old Republic II: The Sith Lords,2005,The Incredibles: Rise of the Underminer,2005
177791,495,3177,Star Wars Knights of the Old Republic II: The Sith Lords,2005,The Matrix: Path of Neo,2005
177811,495,3642,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Asheron's Call: Throne of Destiny,2005
177814,495,3694,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Heritage of Kings: The Settlers,2005
177817,495,3725,Star Wars Knights of the Old Republic II: The Sith Lords,2005,Medieval Lords: Build Defend Expand,2005
177860,502,846,Tiger Woods PGA Tour 06,2005,Tiger Woods PGA Tour 06,2005
177876,502,1226,Tiger Woods PGA Tour 06,2005,FIFA Soccer 06,2005
177878,502,1271,Tiger Woods PGA Tour 06,2005,Madden NFL 06,2005
177885,502,1437,Tiger Woods PGA Tour 06,2005,NHL 06,2005
177925,502,2277,Tiger Woods PGA Tour 06,2005,NBA Live 06,2005
178015,516,262,Psychonauts,2005,Psychonauts,2005
178207,522,560,Fable: The Lost Chapters,2005,Fable: The Lost Chapters,2005
178282,522,2274,Fable: The Lost Chapters,2005,Echo: Secrets of the Lost Cavern,2005
178374,528,289,Hearts of Iron II,2005,Call of Duty 2,2005
178380,528,410,Hearts of Iron II,2005,Prince of Persia: The Two Thrones,2005
178381,528,426,Hearts of Iron II,2005,Star Wars: Knights of the Old Republic II - The Sith Lords,2005
178383,528,444,Hearts of Iron II,2005,Warhammer 40000: Dawn of War - Winter Assault,2005
178387,528,571,Hearts of Iron II,2005,Hearts of Iron II,2005
178388,528,655,Hearts of Iron II,2005,City of Villains,2005
178389,528,660,Hearts of Iron II,2005,Act of War: Direct Action,2005
178396,528,809,Hearts of Iron II,2005,Age of Empires III,2005
178400,528,933,Hearts of Iron II,2005,Dungeon Siege II,2005
178402,528,969,Hearts of Iron II,2005,X-Men Legends II: Rise of Apocalypse,2005
178404,528,1053,Hearts of Iron II,2005,Nancy Drew: Secret of the Old Clock,2005
178405,528,1058,Hearts of Iron II,2005,Myst V: End of Ages,2005
178406,528,1066,Hearts of Iron II,2005,Empire Earth II,2005
178408,528,1115,Hearts of Iron II,2005,EverQuest: Dragons of Norrath,2005
178410,528,1202,Hearts of Iron II,2005,EverQuest II: Desert of Flames,2005
178411,528,1210,Hearts of Iron II,2005,Star Wars: Battlefront II,2005
178412,528,1218,Hearts of Iron II,2005,Doom 3: Resurrection of Evil,2005
178423,528,1438,Hearts of Iron II,2005,Knights of Honor,2005
178426,528,1489,Hearts of Iron II,2005,Peter Jackson's King Kong: The Official Game of the Movie,2005
178428,528,1508,Hearts of Iron II,2005,Dark Age of Camelot: Darkness Rising,2005
178429,528,1541,Hearts of Iron II,2005,Heroes of the Pacific,2005
178436,528,1662,Hearts of Iron II,2005,Battle of Britain II: Wings of Victory,2005
178444,528,1786,Hearts of Iron II,2005,Serious Sam II,2005
178449,528,1971,Hearts of Iron II,2005,Cossacks II: Napoleonic Wars,2005
178461,528,2274,Hearts of Iron II,2005,Echo: Secrets of the Lost Cavern,2005
178463,528,2298,Hearts of Iron II,2005,The Chronicles of Narnia: The Lion The Witch and The Wardrobe,2005
178470,528,2404,Hearts of Iron II,2005,Land of Legends,2005
178471,528,2477,Hearts of Iron II,2005,Star Wars Galaxies: Episode III Rage of the Wookiees,2005
178472,528,2504,Hearts of Iron II,2005,The Moment of Silence,2005
178477,528,2570,Hearts of Iron II,2005,Star Wars Galaxies: Trials of Obi-Wan,2005
178485,528,2682,Hearts of Iron II,2005,Crown of Glory: Europe in the Age of Napoleon,2005
178497,528,2928,Hearts of Iron II,2005,Nibiru: Age of Secrets,2005
178501,528,3018,Hearts of Iron II,2005,Harry Potter and the Goblet of Fire,2005
178505,528,3130,Hearts of Iron II,2005,The Incredibles: Rise of the Underminer,2005
178507,528,3177,Hearts of Iron II,2005,The Matrix: Path of Neo,2005
178527,528,3642,Hearts of Iron II,2005,Asheron's Call: Throne of Destiny,2005
178530,528,3694,Hearts of Iron II,2005,Heritage of Kings: The Settlers,2005
178549,535,188,FIFA Soccer 06,2005,World Soccer Winning Eleven 8 International,2005
178576,535,846,FIFA Soccer 06,2005,Tiger Woods PGA Tour 06,2005
178592,535,1226,FIFA Soccer 06,2005,FIFA Soccer 06,2005
178594,535,1271,FIFA Soccer 06,2005,Madden NFL 06,2005
178601,535,1437,FIFA Soccer 06,2005,NHL 06,2005
178641,535,2277,FIFA Soccer 06,2005,NBA Live 06,2005
178732,632,289,X-Men Legends II: Rise of Apocalypse,2005,Call of Duty 2,2005
178738,632,410,X-Men Legends II: Rise of Apocalypse,2005,Prince of Persia: The Two Thrones,2005
178739,632,426,X-Men Legends II: Rise of Apocalypse,2005,Star Wars: Knights of the Old Republic II - The Sith Lords,2005
178741,632,444,X-Men Legends II: Rise of Apocalypse,2005,Warhammer 40000: Dawn of War - Winter Assault,2005
178745,632,571,X-Men Legends II: Rise of Apocalypse,2005,Hearts of Iron II,2005
178746,632,655,X-Men Legends II: Rise of Apocalypse,2005,City of Villains,2005
178747,632,660,X-Men Legends II: Rise of Apocalypse,2005,Act of War: Direct Action,2005
178754,632,809,X-Men Legends II: Rise of Apocalypse,2005,Age of Empires III,2005
178758,632,933,X-Men Legends II: Rise of Apocalypse,2005,Dungeon Siege II,2005
178760,632,969,X-Men Legends II: Rise of Apocalypse,2005,X-Men Legends II: Rise of Apocalypse,2005
178762,632,1053,X-Men Legends II: Rise of Apocalypse,2005,Nancy Drew: Secret of the Old Clock,2005
178763,632,1058,X-Men Legends II: Rise of Apocalypse,2005,Myst V: End of Ages,2005
178764,632,1066,X-Men Legends II: Rise of Apocalypse,2005,Empire Earth II,2005
178766,632,1115,X-Men Legends II: Rise of Apocalypse,2005,EverQuest: Dragons of Norrath,2005
178768,632,1202,X-Men Legends II: Rise of Apocalypse,2005,EverQuest II: Desert of Flames,2005
178769,632,1210,X-Men Legends II: Rise of Apocalypse,2005,Star Wars: Battlefront II,2005
178770,632,1218,X-Men Legends II: Rise of Apocalypse,2005,Doom 3: Resurrection of Evil,2005
178781,632,1438,X-Men Legends II: Rise of Apocalypse,2005,Knights of Honor,2005
178784,632,1489,X-Men Legends II: Rise of Apocalypse,2005,Peter Jackson's King Kong: The Official Game of the Movie,2005
178786,632,1508,X-Men Legends II: Rise of Apocalypse,2005,Dark Age of Camelot: Darkness Rising,2005
178787,632,1541,X-Men Legends II: Rise of Apocalypse,2005,Heroes of the Pacific,2005
178794,632,1662,X-Men Legends II: Rise of Apocalypse,2005,Battle of Britain II: Wings of Victory,2005
178798,632,1705,X-Men Legends II: Rise of Apocalypse,2005,Taito Legends,2005
178802,632,1786,X-Men Legends II: Rise of Apocalypse,2005,Serious Sam II,2005
178807,632,1971,X-Men Legends II: Rise of Apocalypse,2005,Cossacks II: Napoleonic Wars,2005
178819,632,2274,X-Men Legends II: Rise of Apocalypse,2005,Echo: Secrets of the Lost Cavern,2005
178821,632,2298,X-Men Legends II: Rise of Apocalypse,2005,The Chronicles of Narnia: The Lion The Witch and The Wardrobe,2005
178828,632,2404,X-Men Legends II: Rise of Apocalypse,2005,Land of Legends,2005
178829,632,2477,X-Men Legends II: Rise of Apocalypse,2005,Star Wars Galaxies: Episode III Rage of the Wookiees,2005
178830,632,2504,X-Men Legends II: Rise of Apocalypse,2005,The Moment of Silence,2005
178835,632,2570,X-Men Legends II: Rise of Apocalypse,2005,Star Wars Galaxies: Trials of Obi-Wan,2005
178843,632,2682,X-Men Legends II: Rise of Apocalypse,2005,Crown of Glory: Europe in the Age of Napoleon,2005
178855,632,2928,X-Men Legends II: Rise of Apocalypse,2005,Nibiru: Age of Secrets,2005
178859,632,3018,X-Men Legends II: Rise of Apocalypse,2005,Harry Potter and the Goblet of Fire,2005
178863,632,3130,X-Men Legends II: Rise of Apocalypse,2005,The Incredibles: Rise of the Underminer,2005
178865,632,3177,X-Men Legends II: Rise of Apocalypse,2005,The Matrix: Path of Neo,2005
178885,632,3642,X-Men Legends II: Rise of Apocalypse,2005,Asheron's Call: Throne of Destiny,2005
178888,632,3694,X-Men Legends II: Rise of Apocalypse,2005,Heritage of Kings: The Settlers,2005
178915,639,394,GTR FIA Racing,2005,GTR FIA Racing,2005
178958,639,1407,GTR FIA Racing,2005,MotoGP 3: Ultimate Racing Technology,2005
178961,639,1454,GTR FIA Racing,2005,Cross Racing Championship 2005,2005
