,Unnamed: 0,_id,similarity,ltable_id,rtable_id,ltable_title,ltable_release_day,ltable_release_year,ltable_esrb,ltable_genre,ltable_publisher,ltable_developer,rtable_title,rtable_release_day,rtable_release_year,rtable_esrb,rtable_genre,rtable_publisher,rtable_developer
125,1450,1450,0.4615384615384616,622,3797,Dragon Age: Origins -- Return to Ostagar,January 29,2010,M,RPG,Electronic Arts,BioWare,Dragon Age: Origins - Witch Hunt,Sep  7,2010,M,Role-Playing,Electronic Arts,BioWare
126,1489,1489,0.4545454545454545,1708,273,Commandos Strike Force,April 4,2006,T,Shooter,Eidos Interactive,Pyro Studios,Commandos 2: Men of Courage,Sep 20,2001,T,Strategy,Eidos Interactive,Pyro Studios
127,1493,1493,0.4545454545454545,802,2354,Wargame: AirLand Battle,May 29,2013,RP,Strategy,Focus Home Interactive,Eugen Systems,Act of Aggression,Sep  2,2015,,Military,Focus Home Interactive,Eugen Systems
128,1502,1502,0.4545454545454545,2113,1703,Painkiller,April 12,2004,M,Shooter,DreamCatcher Interactive,People Can Fly,Painkiller: Battle out of Hell,Dec  1,2004,M,Action,DreamCatcher Interactive,People Can Fly
129,1513,1513,0.4545454545454545,154,408,World of Warcraft: Legion,August 30,2016,T,RPG,Blizzard Entertainment,Blizzard Entertainment,Hearthstone: League of Explorers,Dec 10,2015,,Strategy,Blizzard Entertainment,Blizzard Entertainment
130,1515,1515,0.4545454545454545,1311,498,Hitman: Episode 1,March 11,2016,M,Shooter,Square Enix,Io Interactive,Hitman - Episode 2: Sapienza,Apr 26,2016,,Action Adventure,Square Enix,Io Interactive
131,1552,1552,0.4545454545454545,307,3371,Commandos 2: Men of Courage,Sep 21,2001,T,Strategy,Eidos Interactive,Pyro Studios,Commandos Strike Force,Apr  4,2006,T,Action,Eidos Interactive,Pyro Studios
132,1555,1555,0.4545454545454545,871,2042,The Sims 2: FreeTime,February 28,2008,T,Simulation,Electronic Arts,Maxis,The Sims 4: Get to Work,Mar 31,2015,T,Simulation,Electronic Arts,Maxis
133,1564,1564,0.4545454545454545,27,2042,The Sims (Deluxe Edition),Sep 17,2002,T,Simulation,Electronic Arts,Maxis,The Sims 4: Get to Work,Mar 31,2015,T,Simulation,Electronic Arts,Maxis
134,1604,1604,0.4545454545454545,1784,2042,The Sims 2: Pets,October 17,2006,T,Simulation,Electronic Arts,Maxis,The Sims 4: Get to Work,Mar 31,2015,T,Simulation,Electronic Arts,Maxis
135,1606,1606,0.4545454545454545,1327,623,Tom Clancy's Rainbow Six Siege,December 1,2015,M,Shooter,Ubisoft,Ubisoft Montreal,Tom Clancy's Splinter Cell: Conviction,Apr 27,2010,M,Action Adventure,Ubisoft,Ubisoft Montreal
136,1612,1612,0.4545454545454545,1586,1669,Dishonored: The Brigmore Witches,August 13,2013,,Action,Bethesda  Softworks,Arkane Studios,Dishonored: Dunwall City Trials,Dec 11,2012,M,Action Adventure,Bethesda Softworks,Arkane Studios
137,1631,1631,0.45,237,2379,The Walking Dead: The Game -- Episode 3: Long Road Ahead,August 29,2012,M,Adventure,Telltale Games,Telltale Games,The Walking Dead: Michonne - Episode 3: What We Deserve,Apr 26,2016,,Adventure,Telltale Games,Telltale Games
138,1636,1636,0.45,2069,788,The Walking Dead: Michonne -- Episode 1: In Too Deep,February 23,2016,M,Adventure,Telltale Games,Telltale Games,The Walking Dead: Season Two Episode 3 - In Harm's Way,May 13,2014,M,Action,Telltale Games,Telltale Games
139,1669,1669,0.4444444444444444,29,487,StarCraft,March 31,1998,T,Strategy,Blizzard Entertainment,Blizzard Entertainment,Hearthstone: The Grand Tournament,Aug 24,2015,,Strategy,Blizzard Entertainment,Blizzard Entertainment
140,1672,1672,0.4444444444444444,355,118,Napoleon: Total War,February 23,2010,T,Strategy,SEGA,Creative Assembly,Total War: Shogun 2,Mar 15,2011,T,Strategy,Sega,Creative Assembly
141,1679,1679,0.4444444444444444,145,1640,NHL 2002,Sep 18,2001,E,Sports,Electronic Arts,Electronic Arts,FIFA Manager 11,Nov  3,2010,E,Sports,Electronic Arts,Electronic Arts
142,1698,1698,0.4444444444444444,895,3108,MVP Baseball 2003,June 2,2003,E,Sports,Electronic Arts,EA Canada,NHL 08,Sep 11,2007,E10+,Sports,Electronic Arts,EA Canada
143,1709,1709,0.4444444444444444,1595,2349,Half-Life: Opposing Force,Nov 19,1999,M,Action,Sierra,Gearbox Software,Half-Life: Blue Shift,Jun 11,2001,M,Action,Sierra Entertainment,Gearbox Software
144,1741,1741,0.4444444444444444,736,3847,Europa Universalis III,January 29,2007,E,Strategy,Paradox  Interactive,Paradox  Interactive,Dark Horizon,Oct 13,2008,E10+,Simulation,Paradox Interactive,Paradox Interactive
145,1742,1742,0.4444444444444444,1641,1879,Hitman: Codename 47,Nov 23,2000,M,Action,Eidos Interactive,Io Interactive,Mini Ninjas,Sep  8,2009,E10+,Action Adventure,Eidos Interactive,Io Interactive
146,1750,1750,0.4444444444444444,1138,1028,Rush,December 3,2010,E,Puzzle,Two Tribes BV,Two Tribes BV,Toki Tori,Jan 28,2010,E,Miscellaneous,Two Tribes,Two Tribes
147,1763,1763,0.4444444444444444,2198,3068,The Crystal Key,Mar 30,2000,E,Adventure,DreamCatcher Interactive,DreamCatcher Interactive,Wildlife Zoo,Oct  2,2006,E,Strategy,DreamCatcher Interactive,DreamCatcher Interactive
148,1772,1772,0.4444444444444444,692,1498,Invisible Inc.,May 12,2015,,Strategy,Klei Entertainment,Klei Entertainment,Don't Starve: Shipwrecked,Apr  1,2016,,Action Adventure,Klei Entertainment,Klei Entertainment
149,1778,1778,0.4444444444444444,613,2460,Championship Bass,Mar 22,2000,E,Hunting,Electronic Arts,Electronic Arts,Spore Galactic Adventures,Jun 23,2009,E10+,Strategy,Electronic Arts,Electronic Arts
150,1785,1785,0.4444444444444444,144,1709,Grand Theft Auto IV,December 2,2008,M,Action,Rockstar  Games,Rockstar North,Manhunt,Apr 20,2004,M,Action Adventure,Rockstar Games,Rockstar North
151,1801,1801,0.4444444444444444,640,3547,Dungeon Siege II,August 16,2005,M,RPG,Microsoft,Gas Powered Games,Space Siege,Aug 12,2008,T,Role-Playing,Sega,Gas Powered Games
152,1806,1806,0.4444444444444444,562,197,Total War: Warhammer,May ,2016,,Strategy,SEGA,Creative Assembly,Medieval II: Total War,Nov 13,2006,T,Strategy,Sega,Creative Assembly
153,1813,1813,0.4444444444444444,271,1640,NHL 2001,Sep 28,2000,E,Sports,Electronic Arts,Electronic Arts,FIFA Manager 11,Nov  3,2010,E,Sports,Electronic Arts,Electronic Arts
154,1819,1819,0.4444444444444444,2104,695,Street Fighter X Mega Man,December 17,2012,,Action,Capcom,Capcom,Ultra Street Fighter IV,Aug  8,2014,T,Action,Capcom,Capcom
155,1825,1825,0.4444444444444444,873,325,IL-2 Sturmovik,Nov 20,2001,T,Simulation,Ubisoft,1C Company,IL-2 Sturmovik: Forgotten Battles,Mar  2,2003,T,Simulation,Ubisoft,1C 1C Company
156,1866,1866,0.4444444444444444,535,3108,FIFA Soccer 06,October 4,2005,E,Sports,Electronic Arts,EA Canada,NHL 08,Sep 11,2007,E10+,Sports,Electronic Arts,EA Canada
157,1880,1880,0.4444444444444444,1572,1152,Doom 3: BFG Edition,October 16,2012,RP-M+,RPG,Bethesda  Softworks,Id Software,Rage,Oct  4,2011,M,Action,Bethesda Softworks,id Software
158,1905,1905,0.4444444444444444,394,575,Fallout 2,Oct 30,1998,M,RPG,Interplay,Black Isle Studios,Icewind Dale II,Aug 26,2002,T,Role-Playing,Interplay,Black Isle Studios
159,1908,1908,0.4444444444444444,2318,2363,Star Wars: The Force Unleashed II,October 26,2010,T,Action,LucasArts,LucasArts,Star Wars: Starfighter,Jan 20,2002,T,Simulation,LucasArts,LucasArts
160,1912,1912,0.4444444444444444,1223,3108,FIFA Soccer 11,September 28,2010,E,Sports,Electronic Arts,EA Canada,NHL 08,Sep 11,2007,E10+,Sports,Electronic Arts,EA Canada
161,1919,1919,0.4444444444444444,2989,3837,The Technomancer,June 28,2016,M,RPG,Focus Home Interactive,Spiders,Bound by Flame,May  8,2014,M,Role-Playing,Focus Home Interactive,Spiders
162,1920,1920,0.4444444444444444,921,2484,Game of Thrones: Episode 4 -- Sons of Winter,May 26,2015,M,Adventure,Telltale Games,Telltale Games,Game of Thrones: Episode Six - The Ice Dragon,Nov 17,2015,,Action,Telltale Games,Telltale Games
163,1927,1927,0.4444444444444444,145,54,NHL 2002,Sep 18,2001,E,Sports,Electronic Arts,Electronic Arts,F1 Challenge '99-'02,Jun 24,2003,E,Driving,Electronic Arts,Electronic Arts
164,1933,1933,0.4444444444444444,2854,1827,Assassin's Creed Liberation HD,January 15,2014,M,Action,Ubisoft,Ubisoft Sofia,Assassin's Creed Syndicate,Nov 19,2015,M,Historic,Ubisoft,Ubisoft Quebec
165,1936,1936,0.4444444444444444,358,3847,Europa Universalis IV,August 13,2013,T,Strategy,Paradox  Interactive,Paradox  Interactive,Dark Horizon,Oct 13,2008,E10+,Simulation,Paradox Interactive,Paradox Interactive
166,1945,1945,0.4444444444444444,402,3403,NBA Live 2005,October 26,2004,E,Sports,Electronic Arts,EA Canada,NHL 09,Oct 20,2008,E10+,Sports,Electronic Arts,EA Canada
167,1954,1954,0.4444444444444444,2059,401,Tycoon City: New York,February 21,2006,T,Simulation,Atari,Deep Red Games,Monopoly Tycoon,Sep 24,2001,E,Strategy,Atari,Deep Red
168,1966,1966,0.4375,378,505,Rise of Nations: Thrones and Patriots,Apr 27,2004,T,Strategy,Microsoft,Big Huge Games [2000-2012],Rise of Nations: Rise of Legends,May  9,2006,T,Strategy,Microsoft Game Studios,Big Huge Games
169,1985,1985,0.4375,1895,1318,The Walking Dead: Michonne -- Episode 2: Give No Shelter,March 29,2016,M,Adventure,Telltale Games,Telltale Games,The Walking Dead: 400 Days,Jul  3,2013,M,Action,Telltale Games,Telltale Games
170,1996,1996,0.42857142857142855,1957,3208,The Sims: Unleashed,Sep 23,2002,T,Simulation,Electronic Arts,Maxis,SimCity,Mar  5,2013,E10+,Miscellaneous,Electronic Arts,Maxis
171,2003,2003,0.42857142857142855,69,7,Dota 2,July 9,2013,,RPG,Valve,Valve,Portal 2,Apr 19,2011,E10+,Action,Valve Software,Valve Software
172,2006,2006,0.42857142857142855,22,2217,The Sims,Feb 4,2000,T,Simulation,Electronic Arts,Maxis,The Godfather,Mar 21,2006,M,Action Adventure,Electronic Arts,Headgate
173,2008,2008,0.42857142857142855,812,3399,EverQuest II: Echoes of Faydwer,November 14,2006,T,RPG,Sony Online Entertainment,Sony Online Entertainment,Lords of EverQuest,Dec  1,2003,T,Strategy,Sony Online Entertainment,Rapid Eye Entertainment
174,2009,2009,0.42857142857142855,476,2009,Day of the Tentacle: Remastered,March 22,2016,T,Adventure,Double Fine Productions,Double Fine Productions,Hack 'n' Slash,Sep  9,2014,,Action,Double Fine Productions,Double Fine Productions
175,2011,2011,0.42857142857142855,1054,277,Rise of Incarnates,July 1,2015,M,Fighting,Bandai Namco Games,Bandai Namco Games,Pac-Man Championship Edition DX +,Sep 24,2013,E,Action,Namco Bandai Games,Namco Bandai Games
176,2013,2013,0.42857142857142855,403,3850,Assassin's Creed II,March 9,2010,M,Action,Ubisoft,Ubisoft Montreal,TMNT,Mar 20,2007,E10+,Action,Ubisoft,Ubisoft Montreal
177,2035,2035,0.42857142857142855,2546,1682,The Crew,December 2,2014,T,Racing,Ubisoft,Ubisoft Reflections,Grow Home,Feb  4,2015,,Action Adventure,Ubisoft,Ubisoft Reflections
178,2041,2041,0.42857142857142855,2042,616,DC Universe Online,January 11,2011,T,RPG,Sony Online Entertainment,Sony Online Entertainment,EverQuest II: Rise of Kunark,Nov 13,2007,T,Role-Playing,Sony Online Entertainment,Sony Online Entertainment
179,2054,2054,0.42857142857142855,578,993,Icewind Dale: Heart of Winter,Feb 21,2001,T,RPG,Interplay,Black Isle Studios,Icewind Dale: Enhanced Edition,Oct 30,2014,,Role-Playing,Interplay,Black Isle Studios Beamdog Overhaul Games
180,2080,2080,0.42857142857142855,142,1287,Freelancer,Mar 5,2003,T,Action,Microsoft,Digital Anvil,StarLancer,Mar 31,2000,E,Simulation,Microsoft Game Studios,Digital Anvil
181,2087,2087,0.42857142857142855,312,3850,Far Cry 3,December 4,2012,M,Shooter,Ubisoft,Ubisoft Montreal,TMNT,Mar 20,2007,E10+,Action,Ubisoft,Ubisoft Montreal
182,2110,2110,0.42857142857142855,2057,3143,DC Universe Online,January 11,2011,T,RPG,Sony Online Entertainment,Sony Online Entertainment,Star Wars: Clone Wars Adventures,Oct 19,2010,E10+,Role-Playing,Sony Online Entertainment,Sony Online Entertainment
183,2116,2116,0.42857142857142855,1818,1457,Wolfenstein,August 18,2009,M,Shooter,Activision,Raven Software,X-Men Origins: Wolverine,May  1,2009,M,Action,Activision,Raven Software
184,2118,2118,0.42857142857142855,1533,3208,Spore: Galactic Adventures,June 23,2009,E10+,Simulation,Electronic Arts,Maxis,SimCity,Mar  5,2013,E10+,Miscellaneous,Electronic Arts,Maxis
185,2122,2122,0.42857142857142855,1612,1295,The Walking Dead: The Game -- Episode 4: Around Every Corner,October 10,2012,M,Adventure,Telltale Games,Telltale Games,The Walking Dead: Season Two Episode 4 - Amid the Ruins,Jul 22,2014,M,Action,Telltale Games,Telltale Games
186,2142,2142,0.42857142857142855,2635,1828,TMNT,March 20,2007,E10+,Action,Ubisoft,Ubisoft Montreal,Far Cry Primal,Mar  1,2016,M,Action,Ubisoft,Ubisoft Montreal
187,2176,2176,0.42857142857142855,2635,187,TMNT,March 20,2007,E10+,Action,Ubisoft,Ubisoft Montreal,Far Cry 3,Dec  4,2012,M,Action,Ubisoft,Ubisoft Montreal
188,2180,2180,0.42857142857142855,2153,684,Singularity,June 29,2010,M,Shooter,Activision,Raven Software,Marvel: Ultimate Alliance,Oct 24,2006,T,Role-Playing,Activision,Raven Software
189,2236,2236,0.4166666666666667,158,369,World of Warcraft,November 22,2004,T,RPG,Blizzard Entertainment,Blizzard Entertainment,Hearthstone: Whispers of the Old Gods,Apr 26,2016,,Strategy,Blizzard Entertainment,Blizzard Entertainment
190,2249,2249,0.4166666666666667,1799,2742,Need for Speed III: Hot Pursuit,September ,1998,E,Racing,Electronic Arts,Electronic Arts,Need for Speed,Mar 15,2016,T,Racing,Electronic Arts,Ghost Games
191,2252,2252,0.4166666666666667,161,87,Diablo III: Reaper of Souls,March 25,2014,M,Action,Blizzard Entertainment,Blizzard Entertainment,World of Warcraft: Cataclysm,Dec  7,2010,T,Role-Playing,Blizzard Entertainment,Blizzard Entertainment
192,2260,2260,0.4166666666666667,1327,38,Tom Clancy's Rainbow Six Siege,December 1,2015,M,Shooter,Ubisoft,Ubisoft Montreal,Tom Clancy's Splinter Cell: Chaos Theory,Mar 28,2005,M,Action Adventure,Ubisoft,Ubisoft Montreal
193,2290,2290,0.4166666666666667,486,502,Age of Empires III,October 18,2005,T,Strategy,Microsoft,Ensemble Studios,Age of Mythology: The Titans,Sep 30,2003,T,Strategy,Microsoft Game Studios,Ensemble Studios
194,2308,2308,0.4166666666666667,2683,1538,Bone: Out From Boneville,September 15,2005,,Adventure,Telltale Games,Telltale Games,Bone: The Great Cow Race,Apr 12,2006,,Adventure,Telltale Games,Telltale Games
195,2312,2312,0.4166666666666667,143,867,Call of Duty: World at War (Collector's Edition),November 11,2008,M,Shooter,Activision,Treyarch,Call of Duty: Black Ops,Nov  9,2010,M,Action,Activision,Treyarch
196,2329,2329,0.4166666666666667,2385,3694,The Settlers: Rise of an Empire,September 25,2007,E10+,Strategy,Ubisoft,Blue Byte,Heritage of Kings: The Settlers,Feb 24,2005,T,Strategy,Ubisoft,Blue Byte
197,2332,2332,0.4166666666666667,97,75,The Elder Scrolls IV: Oblivion,March 20,2006,M,RPG,Bethesda  Softworks,Bethesda Game Studios,Fallout 3,Oct 28,2008,M,Role-Playing,Bethesda Softworks,Bethesda Game Studios
198,2346,2346,0.4166666666666667,345,252,Hearthstone: Heroes of WarCraft,March 11,2014,T,Card,Blizzard Entertainment,Blizzard Entertainment,Diablo III: Reaper of Souls,Mar 25,2014,M,Role-Playing,Blizzard Entertainment,Blizzard Entertainment
199,2347,2347,0.4166666666666667,2529,3739,Ski Resort Extreme,Oct 31,2004,E,Simulation,Global Star,Cat Daddy Games,Mall Tycoon 3,Oct 26,2005,E,Strategy,Global Star Software,Cat Daddy Games
200,2362,2362,0.4166666666666667,416,993,Icewind Dale,Jun 30,2000,T,RPG,Interplay,Black Isle Studios,Icewind Dale: Enhanced Edition,Oct 30,2014,,Role-Playing,Interplay,Black Isle Studios Beamdog Overhaul Games
201,2379,2379,0.4166666666666667,379,273,Commandos 3: Destination Berlin,Oct 14,2003,T,Strategy,Eidos Interactive,Pyro Studios,Commandos 2: Men of Courage,Sep 20,2001,T,Strategy,Eidos Interactive,Pyro Studios
202,2384,2384,0.4166666666666667,2364,185,Heroes of the Storm,June 2,2015,T,Strategy,Blizzard Entertainment,Blizzard Entertainment,Warcraft III: The Frozen Throne,Jul  1,2003,T,Strategy,Blizzard Entertainment,Blizzard Entertainment
203,2394,2394,0.4166666666666667,2352,303,Sid Meier's Starships,March 12,2015,,Strategy,2K Games,Firaxis,Sid Meier's Civilization IV: Beyond the Sword,Jul 23,2007,E10+,Strategy,2K Games,Firaxis Games
204,2400,2400,0.4166666666666667,1257,3930,Poker Night at the Inventory,November 22,2010,,Card,Telltale Games,Telltale Games,Jurassic Park: The Game,Nov 15,2011,T,Adventure,Telltale Games,Telltale Games
205,2424,2424,0.4166666666666667,385,3930,The Walking Dead: 400 Days,July 3,2013,M,Adventure,Telltale Games,Telltale Games,Jurassic Park: The Game,Nov 15,2011,T,Adventure,Telltale Games,Telltale Games
206,2426,2426,0.4166666666666667,2177,143,Borderlands 2: Sir Hammerlock's Big Game Hunt,January 15,2013,M,Shooter,2K Games,Gearbox Software,Borderlands 2,Sep 18,2012,M,Action,2K Games,Gearbox Software
207,2454,2454,0.4117647058823529,1039,2840,Barrow Hill: Curse of the Ancient Circle,August 22,2006,T,Adventure,Got Game Entertainment,Shadow Tor Studios,Rhiannon: Curse of the Four Branches,Oct  5,2008,T,Adventure,Got Game Entertainment,Arberth Studios
208,2470,2470,0.4117647058823529,352,1318,The Walking Dead: Season Two -- Episode 3: In Harm's Way,May 13,2014,M,Adventure,Telltale Games,Telltale Games,The Walking Dead: 400 Days,Jul  3,2013,M,Action,Telltale Games,Telltale Games
209,2472,2472,0.4117647058823529,39,1318,The Walking Dead: The Game -- Episode 5: No Time Left,November 21,2012,M,Adventure,Telltale Games,Telltale Games,The Walking Dead: 400 Days,Jul  3,2013,M,Action,Telltale Games,Telltale Games
210,2486,2486,0.4,63,33,Sid Meier's Civilization IV,October 24,2005,E10+,Strategy,2K Games,Firaxis,Sid Meier's Gettysburg!,Sep 30,1997,E,Strategy,Electronic Arts,Firaxis Games
211,2493,2493,0.4,2333,1666,Blacklight: Tango Down,July 14,2010,T,Shooter,Ignition Entertainment,Zombie Studios,Blacklight: Retribution,Apr  3,2012,,Action,Perfect World Entertainment,Zombie Studios
212,2503,2503,0.4,408,502,Age of Empires II: The Age of Kings,Oct 16,1999,T,Strategy,Microsoft,Ensemble Studios,Age of Mythology: The Titans,Sep 30,2003,T,Strategy,Microsoft Game Studios,Ensemble Studios
213,2548,2548,0.4,1342,1304,F1 2001,October 3,2001,E,Racing,Electronic Arts,Electronic Arts,Medal of Honor: Airborne,Sep  4,2007,T,Action,Electronic Arts,Electronic Arts
214,2554,2554,0.4,1416,1640,Future Cop: L.A.P.D.,Dec 5,1998,T,Action,Electronic Arts,Electronic Arts,FIFA Manager 11,Nov  3,2010,E,Sports,Electronic Arts,Electronic Arts
215,2579,2579,0.4,498,1879,Hitman 2: Silent Assassin,Oct 1,2002,M,Action,Eidos Interactive,Io Interactive,Mini Ninjas,Sep  8,2009,E10+,Action Adventure,Eidos Interactive,Io Interactive
216,2591,2591,0.4,723,174,Assassin's Creed IV: Black Flag,November 19,2013,M,Action,Ubisoft,Ubisoft Montreal,Assassin's Creed: Brotherhood,Mar 22,2011,M,Action Adventure,Ubisoft,Ubisoft Montreal
217,2603,2603,0.4,1044,3596,Ultima Online: Age of Shadows,Feb 11,2003,T,RPG,Electronic Arts,Origin Systems,Ultima Online,Sep 30,1997,M,Role-Playing,Electronic Arts,Origin
218,2614,2614,0.4,820,3362,Shadow Watch,Apr 13,2000,T,Strategy,Red Storm Entertainment,Red Storm Entertainment,Tom Clancy's Rainbow Six: Covert Ops Essentials,Sep 28,2000,T,Action,Red Storm Entertainment,Red Storm Entertainment
219,2625,2625,0.4,530,1304,FIFA '99,Nov 21,1998,E,Sports,Electronic Arts,Electronic Arts,Medal of Honor: Airborne,Sep  4,2007,T,Action,Electronic Arts,Electronic Arts
220,2628,2628,0.4,503,2460,Madden NFL 2001,Aug 23,2000,E,Sports,Electronic Arts,Electronic Arts,Spore Galactic Adventures,Jun 23,2009,E10+,Strategy,Electronic Arts,Electronic Arts
221,2643,2643,0.4,158,672,World of Warcraft,November 22,2004,T,RPG,Blizzard Entertainment,Blizzard Entertainment,Hearthstone: Blackrock Mountain,Apr  2,2015,,Strategy,Blizzard Entertainment,Blizzard Entertainment
222,2657,2657,0.4,1137,737,The Walking Dead: Season Two -- Episode 1: All That Remains,December 17,2013,M,Adventure,Telltale Games,Telltale Games,The Walking Dead: Episode 1 - A New Day,Apr 24,2012,M,Action,Telltale Games,Telltale Games
223,2663,2663,0.4,2210,1650,The Last Remnant,March 24,2009,M,RPG,Square Enix,Square Enix,Final Fantasy XIII-2,Dec 11,2014,T,Role-Playing,Square Enix,Square Enix
224,2682,2682,0.4,562,400,Total War: Warhammer,May ,2016,,Strategy,SEGA,Creative Assembly,Medieval II: Total War Kingdoms,Aug 28,2007,T,Strategy,Sega,Creative Assembly
225,2684,2684,0.4,1342,2634,F1 2001,October 3,2001,E,Racing,Electronic Arts,Electronic Arts,Ultima Online: Third Dawn,Mar 26,2001,T,Role-Playing,Electronic Arts,Electronic Arts
226,2687,2687,0.4,703,1559,NHL 06,September 6,2005,E10+,Sports,Electronic Arts,EA Canada,UEFA Euro 2004: Portugal,May  4,2004,E,Sports,Electronic Arts,EA Canada
227,2743,2743,0.4,1750,343,Command & Conquer Renegade,February 26,2001,T,Action,Electronic Arts,Westwood Studios,Command & Conquer: Red Alert 2 - Yuri's Revenge,Oct 10,2001,T,Strategy,Electronic Arts,Westwood Studios
228,2751,2751,0.4,50,2971,The Elder Scrolls III: Morrowind,May 7,2002,T,RPG,Bethesda  Softworks,Bethesda  Softworks,The Elder Scrolls V: Skyrim - Dawnguard,Aug  2,2012,M,Role-Playing,Bethesda Softworks,Bethesda Game Studios
229,2757,2757,0.4,307,1254,Commandos 2: Men of Courage,Sep 21,2001,T,Strategy,Eidos Interactive,Pyro Studios,Praetorians,Mar 10,2003,T,Strategy,Eidos Interactive,Pyro Studios
230,2786,2786,0.4,761,286,The Witcher,October 30,2007,M,RPG,Atari,CD Projekt,The Witcher: Enhanced Edition,Sep 16,2008,M,Role-Playing,Atari,CD Projekt Red Studio
231,2790,2790,0.4,2716,3065,Flashback,October 1,2013,T,Action,Ubisoft,Ubisoft,Zombi,Aug 18,2015,M,Action,Ubisoft,Ubisoft Montpellier
232,2803,2803,0.4,1473,152,Tiger Woods '99,September ,1998,E,Sports,Electronic Arts,Electronic Arts,FIFA Soccer 12,Sep 27,2011,E,Sports,Electronic Arts,Electronic Arts
233,2821,2821,0.4,2753,2478,Jurassic Park: The Game,November 15,2011,T,Adventure,Telltale Games,Telltale Games,Puzzle Agent,Jun 30,2010,,Miscellaneous,Telltale Games,Telltale Games
234,2828,2828,0.4,91,1709,Grand Theft Auto: Vice City,May 13,2003,M,Action,Rockstar  Games,Rockstar North,Manhunt,Apr 20,2004,M,Action Adventure,Rockstar Games,Rockstar North
235,2852,2852,0.4,2033,1193,Tom Clancy's EndWar,February 24,2009,T,Strategy,Ubisoft,Ubisoft Shanghai,Tom Clancy's Rainbow Six Siege,Dec  1,2015,M,Modern,Ubisoft,Ubisoft Montreal
236,2884,2884,0.4,714,1011,The Walking Dead: The Game -- Episode 2: Starved For Help,June 27,2012,M,Adventure,Telltale Games,Telltale Games,The Walking Dead: Episode 4 - Around Every Corner,Oct 10,2012,M,Miscellaneous,Telltale Games,Telltale Games
237,2891,2891,0.4,607,2689,Madden NFL '99,September ,1998,E,Sports,Electronic Arts,EA Tiburon,NASCAR Thunder 2003,Oct 16,2002,E,Driving,Electronic Arts,EA Tiburon
238,2898,2898,0.4,198,3143,EverQuest: Omens of War,September 14,2004,T,RPG,Sony Online Entertainment,Sony Online Entertainment,Star Wars: Clone Wars Adventures,Oct 19,2010,E10+,Role-Playing,Sony Online Entertainment,Sony Online Entertainment
239,2904,2904,0.4,1327,2437,Tom Clancy's Rainbow Six Siege,December 1,2015,M,Shooter,Ubisoft,Ubisoft Montreal,Tom Clancy's HAWX,Mar 17,2009,T,Action,Ubisoft,Ubisoft Romania
240,2924,2924,0.4,2894,1640,Triple Play '99,May 30,1998,E,Sports,Electronic Arts,Electronic Arts,FIFA Manager 11,Nov  3,2010,E,Sports,Electronic Arts,Electronic Arts
241,2986,2986,0.4,1432,3509,Surgeon Simulator 2013,April 19,2013,,Simulation,Bossa Studios,Bossa Studios,I Am Bread,Apr  9,2015,E10+,Miscellaneous,Bossa Studios,Bossa Studios
242,2987,2987,0.4,2019,3820,ER,May 31,2005,T,Strategy,Legacy Interactive,Legacy Interactive,Law & Order: Criminal Intent,Nov 15,2005,M,Adventure,Legacy Interactive,Legacy Interactive
243,3014,3014,0.4,2935,734,Microsoft Flight,February 29,2012,E,Flight,Microsoft,Microsoft Game Studios,Links 2003,Sep 16,2002,E,Sports,Microsoft Game Studios,Microsoft Game Studios
244,3018,3018,0.4,2894,2460,Triple Play '99,May 30,1998,E,Sports,Electronic Arts,Electronic Arts,Spore Galactic Adventures,Jun 23,2009,E10+,Strategy,Electronic Arts,Electronic Arts
245,3021,3021,0.4,498,1804,Hitman 2: Silent Assassin,Oct 1,2002,M,Action,Eidos Interactive,Io Interactive,Hitman: Contracts,Apr 20,2004,M,Action,Eidos Interactive,Io Interactive
246,3032,3032,0.4,1354,1664,Blitzkrieg: Burning Horizon,June 10,2004,T,Strategy,cdv Software Entertainment,Nival Interactive,Blitzkrieg 2,Oct  2,2005,T,Strategy,cdv Software,Nival Interactive
247,3040,3040,0.4,1706,1998,Hector: Badge of Carnage -- Episode 1: We Negotiate with Terrorists,April 27,2011,,Adventure,Telltale Games,Straandlooper,Hector: Badge of Carnage - Episode 2: Senseless Acts of Justice,Aug 25,2011,,Action,Telltale Games,Straandlooper
248,3071,3071,0.3888888888888889,1976,3362,Tom Clancy's Rainbow Six: Rogue Spear: Black Thorn,Nov 13,2001,M,Action,Ubisoft,Red Storm Entertainment,Tom Clancy's Rainbow Six: Covert Ops Essentials,Sep 28,2000,T,Action,Red Storm Entertainment,Red Storm Entertainment
249,3090,3090,0.3888888888888889,1243,1391,Life is Strange -- Episode 3: Chaos Theory,May 19,2015,M,Adventure,Square Enix,DONTNOD Entertainment,Life is Strange: Episode 2 - Out of Time,Mar 24,2015,M,Action Adventure,Square Enix,DONTNOD Entertainment
250,3097,3097,0.38461538461538464,246,3044,Need for Speed: Hot Pursuit,November 16,2010,E10+,Racing,Electronic Arts,Criterion Games,Need for Speed: Undercover,Nov 17,2008,T,Driving,Electronic Arts,EA Black Box
251,3098,3098,0.38461538461538464,152,1246,MechWarrior 4: Mercenaries,Nov 12,2002,T,Action,Microsoft,Cyberlore Studios (later Minerva),MechWarrior 4: Black Knight Expansion,Oct 31,2001,T,Simulation,Microsoft Game Studios,Cyberlore Studios
